"CSF-PR / CSF GLYCO MIXED-MODE / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
144.00,"SINGLE PROTEIN","P06681",""," Complement C2 (CO2_HUMAN)","6","C2",8.11,"false",5.00,14.00,0.01,265.00,83.21,100.00,,,,,"true"
145.00,"SINGLE PROTEIN","Q13740",""," CD166 antigen (CD166_HUMAN)","3","ALCAM",8.23,"false",4.00,10.00,0.01,210.00,65.06,100.00,,,,,"true"
146.00,"SINGLE PROTEIN","P29622",""," Kallistatin (KAIN_HUMAN)","14","SERPINA4",15.69,"false",4.00,11.00,0.02,102.00,48.51,100.00,,,,,"true"
147.00,"SINGLE PROTEIN","Q99784",""," Noelin (NOE1_HUMAN)","9","OLFM1",14.02,"false",4.00,6.00,0.00,334.00,55.31,100.00,,,,,"true"
148.00,"SINGLE PROTEIN","Q9Y4C0",""," Neurexin-3 (NRX3A_HUMAN)","14","NRXN3",2.19,"false",4.00,7.00,0.00,401.00,180.48,100.00,,,,,"true"
149.00,"SINGLE PROTEIN","P15144",""," Aminopeptidase N (AMPN_HUMAN)","15","ANPEP",7.65,"false",4.00,5.00,0.00,407.00,109.47,100.00,,,,,"true"
150.00,"SINGLE PROTEIN","Q9BY67",""," Cell adhesion molecule 1 (CADM1_HUMAN)","11","CADM1",15.61,"false",4.00,13.00,0.02,134.00,48.48,100.00,,,,,"true"
151.00,"SINGLE PROTEIN","Q9UMF0",""," Intercellular adhesion molecule 5 (ICAM5_HUMAN)","19","ICAM5",7.03,"false",4.00,8.00,0.00,353.00,97.06,100.00,,,,,"true"
152.00,"SINGLE PROTEIN","P13598",""," Intercellular adhesion molecule 2 (ICAM2_HUMAN)","17","ICAM2",21.09,"false",4.00,6.00,0.02,145.00,30.63,100.00,,,,,"true"
153.00,"SINGLE PROTEIN","Q8NBJ4",""," Golgi membrane protein 1 (GOLM1_HUMAN)","9","GOLM1",12.22,"false",4.00,21.00,0.05,53.00,45.31,100.00,,,,,"true"
154.00,"SINGLE PROTEIN","P02679",""," Fibrinogen gamma chain (FIBG_HUMAN)","4","FGG",9.05,"false",4.00,26.00,0.03,80.00,51.48,100.00,,,,,"true"
155.00,"SINGLE PROTEIN","Q12907",""," Vesicular integral-membrane protein VIP36 (LMAN2_HUMAN)","5","LMAN2",16.85,"false",4.00,8.00,0.02,137.00,40.20,100.00,,,,,"true"
156.00,"SINGLE PROTEIN","P03952",""," Plasma kallikrein (KLKB1_HUMAN)","4","KLKB1",9.56,"false",4.00,7.00,0.00,322.00,71.32,100.00,,,,,"true"
157.00,"SINGLE PROTEIN","P01871",""," Ig mu chain C region (IGHM_HUMAN)","14","IGHM",13.05,"false",4.00,7.00,0.01,207.00,49.28,100.00,,,,,"true"
158.00,"SINGLE PROTEIN","Q8NFZ8",""," Cell adhesion molecule 4 (CADM4_HUMAN)","19","CADM4",12.37,"false",4.00,7.00,0.01,172.00,42.76,100.00,,,,,"true"
159.00,"SINGLE PROTEIN","P13611",""," Versican core protein (CSPG2_HUMAN)","5","VCAN",1.65,"false",4.00,17.00,0.00,365.00,372.59,100.00,,,,,"true"
160.00,"SINGLE PROTEIN","P13671",""," Complement component C6 (CO6_HUMAN)","5","C6",5.35,"false",4.00,18.00,0.01,260.00,104.72,100.00,,,,,"true"
161.00,"SINGLE PROTEIN","O15240",""," Neurosecretory protein VGF (VGF_HUMAN)","7","VGF",6.67,"true",4.00,10.00,0.01,152.00,67.22,100.00,,,,,"true"
162.00,"SINGLE PROTEIN","P22304",""," Iduronate 2-sulfatase (IDS_HUMAN)","X","IDS",6.73,"false",4.00,9.00,0.01,247.00,61.83,100.00,,,,,"true"
163.00,"SINGLE PROTEIN","Q06481",""," Amyloid-like protein 2 (APLP2_HUMAN)","11","APLP2",7.73,"true",4.00,12.00,0.01,182.00,86.90,100.00,,,,,"true"
164.00,"SINGLE PROTEIN","Q9H3G5",""," Probable serine carboxypeptidase CPVL (CPVL_HUMAN)","7","CPVL",5.88,"false",4.00,7.00,0.01,218.00,54.13,100.00,,,,,"true"
165.00,"SINGLE PROTEIN","Q7Z3B1",""," Neuronal growth regulator 1 (NEGR1_HUMAN)","1","NEGR1",16.95,"false",4.00,12.00,0.04,62.00,38.69,100.00,,,,,"true"
166.00,"SINGLE PROTEIN","Q92854",""," Semaphorin-4D (SEM4D_HUMAN)","9","SEMA4D",4.52,"false",4.00,7.00,0.00,419.00,96.09,100.00,,,,,"true"
167.00,"SINGLE PROTEIN","P32004",""," Neural cell adhesion molecule L1 (L1CAM_HUMAN)","X","L1CAM",4.69,"false",4.00,9.00,0.00,402.00,139.92,100.00,,,,,"true"
168.00,"SINGLE PROTEIN","Q16769",""," Glutaminyl-peptide cyclotransferase (QPCT_HUMAN)","2","QPCT",13.02,"true",4.00,12.00,0.04,59.00,40.85,100.00,,,,,"true"
169.00,"SINGLE PROTEIN","Q9P232",""," Contactin-3 (CNTN3_HUMAN)","3","CNTN3",6.91,"false",4.00,6.00,0.00,478.00,112.81,100.00,,,,,"true"
170.00,"SINGLE PROTEIN","Q8TCZ2",""," CD99 antigen-like protein 2 (C99L2_HUMAN)","X","CD99L2",22.90,"true",4.00,24.00,0.07,33.00,27.97,100.00,,,,,"true"
171.00,"SINGLE PROTEIN","P07357",""," Complement component C8 alpha chain (CO8A_HUMAN)","1","C8A",11.30,"false",4.00,5.00,0.00,451.00,65.12,100.00,,,,,"true"
172.00,"SINGLE PROTEIN","P07339",""," Cathepsin D (CATD_HUMAN)","11","CTSD",11.89,"false",4.00,17.00,0.03,89.00,44.52,100.00,,,,,"true"
173.00,"SINGLE PROTEIN","P05408",""," Neuroendocrine protein 7B2 (7B2_HUMAN)","15","SCG5",15.57,"true",4.00,57.00,0.21,10.00,23.71,100.00,,,,,"true"
174.00,"RELATED PROTEINS","P68363","Q71U36,Q9BQE3"," Tubulin alpha-1B chain (TBA1B_HUMAN)","12","TUBA1B",13.75,"false",4.00,17.00,0.01,157.00,50.12,100.00,,,,,"true"
175.00,"SINGLE PROTEIN","Q9Y5Y7",""," Lymphatic vessel endothelial hyaluronic acid receptor 1 (LYVE1_HUMAN)","11","LYVE1",3.73,"false",3.00,10.00,0.02,131.00,35.19,100.00,,,,,"true"
176.00,"SINGLE PROTEIN","Q9NX62",""," Inositol monophosphatase 3 (IMPA3_HUMAN)","8","IMPAD1",13.37,"false",3.00,4.00,0.01,203.00,38.66,100.00,,,,,"true"
177.00,"SINGLE PROTEIN","Q9ULI3",""," Protein HEG homolog 1 (HEG1_HUMAN)","3","HEG1",2.61,"false",3.00,5.00,0.00,504.00,147.37,100.00,,,,,"true"
178.00,"SINGLE PROTEIN","Q9ULB1",""," Neurexin-1 (NRX1A_HUMAN)","2","NRXN1",2.37,"false",3.00,4.00,0.00,557.00,161.78,100.00,,,,,"true"
179.00,"SINGLE PROTEIN","P17936",""," Insulin-like growth factor-binding protein 3 (IBP3_HUMAN)","7","IGFBP3",10.65,"true",3.00,5.00,0.01,238.00,31.65,100.00,,,,,"true"
180.00,"SINGLE PROTEIN","Q14982",""," Opioid-binding protein/cell adhesion molecule (OPCM_HUMAN)","11","OPCML",6.96,"false",3.00,7.00,0.01,164.00,37.98,100.00,,,,,"true"
181.00,"SINGLE PROTEIN","P42658",""," Dipeptidyl aminopeptidase-like protein 6 (DPP6_HUMAN)","7","DPP6",4.97,"false",3.00,4.00,0.00,396.00,97.53,100.00,,,,,"true"
182.00,"SINGLE PROTEIN","Q13508",""," Ecto-ADP-ribosyltransferase 3 (NAR3_HUMAN)","4","ART3",7.20,"false",3.00,6.00,0.01,264.00,43.90,100.00,,,,,"true"
183.00,"SINGLE PROTEIN","Q86VB7",""," Scavenger receptor cysteine-rich type 1 protein M130 (C163A_HUMAN)","12","CD163",4.50,"false",3.00,3.00,0.00,712.00,125.37,100.00,,,,,"true"
184.00,"SINGLE PROTEIN","P78509",""," Reelin (RELN_HUMAN)","7","RELN",1.07,"false",3.00,6.00,0.00,766.00,388.14,100.00,,,,,"true"
185.00,"SINGLE PROTEIN","Q9UHG2",""," ProSAAS (PCSK1_HUMAN)","X","PCSK1N",13.85,"true",3.00,26.00,0.11,21.00,27.36,100.00,,,,,"true"
186.00,"SINGLE PROTEIN","Q01459",""," Di-N-acetylchitobiase (DIAC_HUMAN)","1","CTBS",11.95,"false",3.00,5.00,0.01,240.00,43.73,100.00,,,,,"true"
187.00,"RELATED PROTEINS","P01620","P01622,P01623,P04206"," Ig kappa chain V-III region SIE (KV302_HUMAN)","","",37.61,"false",3.00,9.00,0.02,100.00,11.77,100.00,,,,,"true"
188.00,"SINGLE PROTEIN","Q13449",""," Limbic system-associated membrane protein (LSAMP_HUMAN)","3","LSAMP",15.98,"false",3.00,7.00,0.01,202.00,37.37,100.00,,,,,"true"
189.00,"SINGLE PROTEIN","Q9BYH1",""," Seizure 6-like protein (SE6L1_HUMAN)","22","SEZ6L",6.15,"false",3.00,5.00,0.01,253.00,111.71,100.00,,,,,"true"
190.00,"SINGLE PROTEIN","O43556",""," Epsilon-sarcoglycan (SGCE_HUMAN)","7","SGCE",7.55,"false",3.00,5.00,0.01,230.00,49.82,100.00,,,,,"true"
191.00,"SINGLE PROTEIN","P63261",""," Actin, cytoplasmic 2 (ACTG_HUMAN)","17","ACTG1",14.93,"true",3.00,4.00,0.00,380.00,41.77,100.00,,,,,"true"
192.00,"SINGLE PROTEIN","Q9NZR2",""," Low-density lipoprotein receptor-related protein 1B (LRP1B_HUMAN)","2","LRP1B",0.87,"false",3.00,3.00,0.00,831.00,515.16,100.00,,,,,"true"
193.00,"SINGLE PROTEIN","P28827",""," Receptor-type tyrosine-protein phosphatase mu (PTPRM_HUMAN)","18","PTPRM",2.69,"false",3.00,3.00,0.00,588.00,163.58,100.00,,,,,"true"
194.00,"SINGLE PROTEIN","O94985",""," Calsyntenin-1 (CSTN1_HUMAN)","1","CLSTN1",6.93,"false",3.00,7.00,0.01,278.00,109.72,100.00,,,,,"true"
195.00,"SINGLE PROTEIN","P02745",""," Complement C1q subcomponent subunit A (C1QA_HUMAN)","1","C1QA",11.84,"true",3.00,5.00,0.01,162.00,26.00,100.00,,,,,"true"
196.00,"SINGLE PROTEIN","P12109",""," Collagen alpha-1(VI) chain (CO6A1_HUMAN)","21","COL6A1",5.93,"false",3.00,5.00,0.00,595.00,108.46,100.00,,,,,"true"
197.00,"SINGLE PROTEIN","Q8NCC3",""," Group XV phospholipase A2 (PAG15_HUMAN)","16","PLA2G15",10.19,"false",3.00,4.00,0.01,263.00,46.63,100.00,,,,,"true"
198.00,"SINGLE PROTEIN","P48058",""," Glutamate receptor 4 (GRIA4_HUMAN)","11","GRIA4",3.88,"false",3.00,7.00,0.01,236.00,100.81,100.00,,,,,"true"
199.00,"SINGLE PROTEIN","Q9UQ52",""," Contactin-6 (CNTN6_HUMAN)","3","CNTN6",4.57,"false",3.00,4.00,0.00,609.00,113.89,100.00,,,,,"true"
200.00,"SINGLE PROTEIN","Q9UPU3",""," VPS10 domain-containing receptor SorCS3 (SORC3_HUMAN)","10","SORCS3",3.03,"false",3.00,4.00,0.00,487.00,135.67,100.00,,,,,"true"
201.00,"SINGLE PROTEIN","O75144",""," ICOS ligand (ICOSL_HUMAN)","21","ICOSLG",16.56,"false",3.00,5.00,0.01,199.00,33.33,100.00,,,,,"true"
202.00,"SINGLE PROTEIN","Q6ZVL6",""," UPF0606 protein KIAA1549L (K154L_HUMAN)","11","KIAA1549L",2.11,"false",3.00,3.00,0.00,724.00,198.88,100.00,,,,,"true"
203.00,"SINGLE PROTEIN","Q8NFP4",""," MAM domain-containing glycosylphosphatidylinositol anchor protein 1 (MDGA1_HUMAN)","6","MDGA1",3.25,"false",3.00,5.00,0.00,411.00,105.72,100.00,,,,,"true"
204.00,"SINGLE PROTEIN","Q92520",""," Protein FAM3C (FAM3C_HUMAN)","7","FAM3C",14.98,"false",3.00,8.00,0.03,79.00,24.66,100.00,,,,,"true"
205.00,"SINGLE PROTEIN","O14594",""," Neurocan core protein (NCAN_HUMAN)","19","NCAN",2.50,"false",3.00,11.00,0.01,184.00,143.00,100.00,,,,,"true"
206.00,"SINGLE PROTEIN","O75509",""," Tumor necrosis factor receptor superfamily member 21 (TNR21_HUMAN)","6","TNFRSF21",5.34,"false",3.00,3.00,0.00,578.00,71.80,100.00,,,,,"true"
207.00,"SINGLE PROTEIN","P33151",""," Cadherin-5 (CADH5_HUMAN)","16","CDH5",4.59,"false",3.00,4.00,0.00,436.00,87.47,100.00,,,,,"true"
208.00,"SINGLE PROTEIN","P12821",""," Angiotensin-converting enzyme (ACE_HUMAN)","17","ACE",2.07,"false",3.00,5.00,0.00,677.00,149.62,100.00,,,,,"true"
209.00,"SINGLE PROTEIN","Q9H8L6",""," Multimerin-2 (MMRN2_HUMAN)","10","MMRN2",3.48,"false",3.00,5.00,0.00,452.00,104.34,100.00,,,,,"true"
210.00,"SINGLE PROTEIN","O00451",""," GDNF family receptor alpha-2 (GFRA2_HUMAN)","8","GFRA2",6.68,"false",3.00,10.00,0.02,124.00,51.51,100.00,,,,,"true"
211.00,"SINGLE PROTEIN","O14786",""," Neuropilin-1 (NRP1_HUMAN)","10","NRP1",3.03,"false",3.00,5.00,0.00,470.00,103.07,100.00,,,,,"true"
212.00,"SINGLE PROTEIN","P10586",""," Receptor-type tyrosine-protein phosphatase F (PTPRF_HUMAN)","1","PTPRF",1.73,"true",3.00,4.00,0.00,638.00,212.74,100.00,,,,,"true"
213.00,"RELATED AND UNRELATED PROTEINS","P0CG04","B9A064,P0CG05,P0CG06"," Ig lambda-1 chain C regions (LAC1_HUMAN)","22","IGLC1",47.17,"false",3.00,9.00,0.02,120.00,11.34,100.00,,,,,"true"
214.00,"SINGLE PROTEIN","Q06828",""," Fibromodulin (FMOD_HUMAN)","1","FMOD",10.64,"false",3.00,9.00,0.02,106.00,43.15,100.00,,,,,"true"
215.00,"SINGLE PROTEIN","P47972",""," Neuronal pentraxin-2 (NPTX2_HUMAN)","7","NPTX2",7.66,"false",3.00,3.00,0.01,306.00,47.01,100.00,,,,,"true"
216.00,"SINGLE PROTEIN","P19022",""," Cadherin-2 (CADH2_HUMAN)","18","CDH2",5.41,"false",3.00,7.00,0.01,276.00,99.75,100.00,,,,,"true"
217.00,"SINGLE PROTEIN","Q9UBX1",""," Cathepsin F (CATF_HUMAN)","11","CTSF",10.12,"false",3.00,9.00,0.02,144.00,53.33,100.00,,,,,"true"
218.00,"SINGLE PROTEIN","P06276",""," Cholinesterase (CHLE_HUMAN)","3","BCHE",4.15,"false",3.00,5.00,0.00,385.00,68.37,100.00,,,,,"true"
219.00,"SINGLE PROTEIN","O60568",""," Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (PLOD3_HUMAN)","7","PLOD3",4.47,"false",3.00,3.00,0.00,431.00,84.73,100.00,,,,,"true"
220.00,"SINGLE PROTEIN","Q04756",""," Hepatocyte growth factor activator (HGFA_HUMAN)","4","HGFAC",3.66,"false",3.00,5.00,0.01,228.00,70.64,100.00,,,,,"true"
221.00,"SINGLE PROTEIN","P07358",""," Complement component C8 beta chain (CO8B_HUMAN)","1","C8B",7.28,"false",3.00,19.00,0.03,75.00,67.00,100.00,,,,,"true"
222.00,"SINGLE PROTEIN","P07333",""," Macrophage colony-stimulating factor 1 receptor (CSF1R_HUMAN)","5","CSF1R",8.23,"false",3.00,11.00,0.01,258.00,107.92,100.00,,,,,"true"
223.00,"SINGLE PROTEIN","P43121",""," Cell surface glycoprotein MUC18 (MUC18_HUMAN)","11","MCAM",6.19,"false",3.00,4.00,0.00,444.00,71.56,100.00,,,,,"true"
224.00,"SINGLE PROTEIN","Q99574",""," Neuroserpin (NEUS_HUMAN)","3","SERPINI1",6.83,"false",3.00,5.00,0.00,370.00,46.40,100.00,,,,,"true"
225.00,"SINGLE PROTEIN","Q15904",""," V-type proton ATPase subunit S1 (VAS1_HUMAN)","X","ATP6AP1",5.96,"false",3.00,5.00,0.01,154.00,51.99,100.00,,,,,"true"
226.00,"SINGLE PROTEIN","Q99523",""," Sortilin (SORT_HUMAN)","1","SORT1",5.78,"false",3.00,6.00,0.01,281.00,92.01,100.00,,,,,"true"
227.00,"SINGLE PROTEIN","Q86TE4",""," Leucine zipper protein 2 (LUZP2_HUMAN)","11","LUZP2",5.49,"false",3.00,3.00,0.01,304.00,38.93,100.00,,,,,"true"
228.00,"SINGLE PROTEIN","Q13332",""," Receptor-type tyrosine-protein phosphatase S (PTPRS_HUMAN)","19","PTPRS",2.52,"false",3.00,7.00,0.00,456.00,216.90,100.00,,,,,"true"
229.00,"SINGLE PROTEIN","P05546",""," Heparin cofactor 2 (HEP2_HUMAN)","22","SERPIND1",8.42,"false",3.00,6.00,0.00,393.00,57.03,100.00,,,,,"true"
230.00,"SINGLE PROTEIN","P04180",""," Phosphatidylcholine-sterol acyltransferase (LCAT_HUMAN)","16","LCAT",16.36,"false",3.00,16.00,0.04,58.00,49.55,100.00,,,,,"true"
231.00,"SINGLE PROTEIN","Q6UXB8",""," Peptidase inhibitor 16 (PI16_HUMAN)","6","PI16",11.66,"false",3.00,5.00,0.01,270.00,49.44,100.00,,,,,"true"
232.00,"SINGLE PROTEIN","Q9C0A0",""," Contactin-associated protein-like 4 (CNTP4_HUMAN)","16","CNTNAP4",1.83,"false",3.00,6.00,0.00,576.00,145.18,100.00,,,,,"true"
233.00,"SINGLE PROTEIN","Q9NPR2",""," Semaphorin-4B (SEM4B_HUMAN)","15","SEMA4B",6.01,"false",3.00,8.00,0.01,224.00,92.13,100.00,,,,,"true"
234.00,"SINGLE PROTEIN","Q6YHK3",""," CD109 antigen (CD109_HUMAN)","6","CD109",1.87,"false",2.00,6.00,0.00,347.00,161.59,100.00,,,,,"true"
235.00,"SINGLE PROTEIN","Q9BU40",""," Chordin-like protein 1 (CRDL1_HUMAN)","X","CHRDL1",8.89,"false",2.00,3.00,0.01,307.00,51.13,100.00,,,,,"true"
236.00,"SINGLE PROTEIN","Q9Y639",""," Neuroplastin (NPTN_HUMAN)","15","NPTN",10.80,"false",2.00,2.00,0.00,463.00,44.36,100.00,,,,,"true"
237.00,"SINGLE PROTEIN","Q9Y646",""," Carboxypeptidase Q (CBPQ_HUMAN)","8","CPQ",8.90,"false",2.00,2.00,0.00,505.00,51.85,100.00,,,,,"true"
238.00,"SINGLE PROTEIN","Q9UKJ1",""," Paired immunoglobulin-like type 2 receptor alpha (PILRA_HUMAN)","7","PILRA",7.26,"false",2.00,2.00,0.01,273.00,33.98,100.00,,,,,"true"
239.00,"SINGLE PROTEIN","Q9ULF5",""," Zinc transporter ZIP10 (S39AA_HUMAN)","2","SLC39A10",2.89,"false",2.00,3.00,0.00,403.00,94.07,100.00,,,,,"true"
240.00,"SINGLE PROTEIN","Q13790",""," Apolipoprotein F (APOF_HUMAN)","12","APOF",8.59,"false",2.00,7.00,0.03,85.00,35.38,100.00,,,,,"true"
241.00,"SINGLE PROTEIN","Q9UK55",""," Protein Z-dependent protease inhibitor (ZPI_HUMAN)","14","SERPINA10",4.73,"false",2.00,6.00,0.01,159.00,50.67,100.00,,,,,"true"
242.00,"SINGLE PROTEIN","Q495W5",""," Alpha-(1,3)-fucosyltransferase 11 (FUT11_HUMAN)","10","FUT11",6.10,"false",2.00,2.00,0.00,378.00,55.78,100.00,,,,,"true"
243.00,"SINGLE PROTEIN","Q02985",""," Complement factor H-related protein 3 (FHR3_HUMAN)","1","CFHR3",10.91,"false",2.00,2.00,0.01,291.00,37.30,100.00,,,,,"true"
244.00,"SINGLE PROTEIN","Q13641",""," Trophoblast glycoprotein (TPBG_HUMAN)","6","TPBG",7.86,"false",2.00,3.00,0.01,301.00,46.00,100.00,,,,,"true"
245.00,"SINGLE PROTEIN","Q9HCB6",""," Spondin-1 (SPON1_HUMAN)","11","SPON1",3.35,"false",2.00,4.00,0.00,434.00,90.91,100.00,,,,,"true"
246.00,"SINGLE PROTEIN","Q6EMK4",""," Vasorin (VASN_HUMAN)","16","VASN",5.94,"false",2.00,10.00,0.02,96.00,71.67,100.00,,,,,"true"
247.00,"SINGLE PROTEIN","Q13510",""," Acid ceramidase (ASAH1_HUMAN)","8","ASAH1",8.86,"false",2.00,3.00,0.00,427.00,44.63,100.00,,,,,"true"
248.00,"SINGLE PROTEIN","O95711",""," Lymphocyte antigen 86 (LY86_HUMAN)","6","LY86",8.64,"false",2.00,3.00,0.03,90.00,17.89,100.00,,,,,"true"
249.00,"SINGLE PROTEIN","P04433",""," Ig kappa chain V-III region VG (Fragment) (KV309_HUMAN)","","",33.91,"false",2.00,2.00,0.02,112.00,12.57,100.00,,,,,"true"
250.00,"SINGLE PROTEIN","Q9UHC6",""," Contactin-associated protein-like 2 (CNTP2_HUMAN)","7","CNTNAP2",2.18,"false",2.00,4.00,0.00,606.00,148.07,100.00,,,,,"true"
251.00,"SINGLE PROTEIN","Q99715",""," Collagen alpha-1(XII) chain (COCA1_HUMAN)","6","COL12A1",0.82,"false",2.00,2.00,0.00,751.00,332.94,100.00,,,,,"true"
252.00,"SINGLE PROTEIN","Q14766",""," Latent-transforming growth factor beta-binding protein 1 (LTBP1_HUMAN)","2","LTBP1",2.38,"false",2.00,3.00,0.00,709.00,186.67,100.00,,,,,"true"
253.00,"SINGLE PROTEIN","Q12841",""," Follistatin-related protein 1 (FSTL1_HUMAN)","3","FSTL1",4.22,"false",2.00,4.00,0.01,233.00,34.96,100.00,,,,,"true"
254.00,"SINGLE PROTEIN","P01033",""," Metalloproteinase inhibitor 1 (TIMP1_HUMAN)","X","TIMP1",13.53,"false",2.00,9.00,0.04,61.00,23.16,100.00,,,,,"true"
255.00,"SINGLE PROTEIN","Q9UNW1",""," Multiple inositol polyphosphate phosphatase 1 (MINP1_HUMAN)","10","MINPP1",6.57,"false",2.00,5.00,0.01,206.00,55.02,100.00,,,,,"true"
256.00,"SINGLE PROTEIN","P14415",""," Sodium/potassium-transporting ATPase subunit beta-2 (AT1B2_HUMAN)","17","ATP1B2",8.97,"false",2.00,4.00,0.01,284.00,33.35,100.00,,,,,"true"
257.00,"SINGLE PROTEIN","Q9UN70",""," Protocadherin gamma-C3 (PCDGK_HUMAN)","5","PCDHGC3",3.96,"false",2.00,4.00,0.00,360.00,101.02,100.00,,,,,"true"
258.00,"SINGLE PROTEIN","O43291",""," Kunitz-type protease inhibitor 2 (SPIT2_HUMAN)","19","SPINT2",6.35,"false",2.00,2.00,0.00,381.00,28.21,100.00,,,,,"true"
259.00,"SINGLE PROTEIN","Q9NZK5",""," Adenosine deaminase CECR1 (CECR1_HUMAN)","22","CECR1",5.09,"false",2.00,4.00,0.00,374.00,58.90,100.00,,,,,"true"
260.00,"SINGLE PROTEIN","P15586",""," N-acetylglucosamine-6-sulfatase (GNS_HUMAN)","12","GNS",4.89,"false",2.00,6.00,0.01,223.00,62.04,100.00,,,,,"true"
261.00,"SINGLE PROTEIN","Q96S96",""," Phosphatidylethanolamine-binding protein 4 (PEBP4_HUMAN)","8","PEBP4",14.10,"false",2.00,6.00,0.02,109.00,25.72,100.00,,,,,"true"
262.00,"SINGLE PROTEIN","P13473",""," Lysosome-associated membrane glycoprotein 2 (LAMP2_HUMAN)","X","LAMP2",10.73,"false",2.00,5.00,0.01,255.00,44.93,100.00,,,,,"true"
263.00,"SINGLE PROTEIN","P02786",""," Transferrin receptor protein 1 (TFR1_HUMAN)","3","TFRC",4.08,"false",2.00,2.00,0.00,446.00,84.82,100.00,,,,,"true"
264.00,"SINGLE PROTEIN","P36222",""," Chitinase-3-like protein 1 (CH3L1_HUMAN)","1","CHI3L1",9.92,"false",2.00,12.00,0.03,82.00,42.60,100.00,,,,,"true"
265.00,"SINGLE PROTEIN","P51888",""," Prolargin (PRELP_HUMAN)","1","PRELP",10.73,"false",2.00,2.00,0.00,319.00,43.78,100.00,,,,,"true"
266.00,"SINGLE PROTEIN","P98160",""," Basement membrane-specific heparan sulfate proteoglycan core protein (PGBM_HUMAN)","1","HSPG2",0.66,"false",2.00,3.00,0.00,805.00,468.53,100.00,,,,,"true"
267.00,"SINGLE PROTEIN","Q12913",""," Receptor-type tyrosine-protein phosphatase eta (PTPRJ_HUMAN)","11","PTPRJ",3.07,"false",2.00,3.00,0.00,474.00,145.85,100.00,,,,,"true"
268.00,"SINGLE PROTEIN","P14618",""," Pyruvate kinase PKM (KPYM_HUMAN)","15","PKM",6.21,"false",2.00,3.00,0.01,312.00,57.90,100.00,,,,,"true"
269.00,"SINGLE PROTEIN","P11279",""," Lysosome-associated membrane glycoprotein 1 (LAMP1_HUMAN)","13","LAMP1",6.95,"false",2.00,7.00,0.02,126.00,44.85,100.00,,,,,"true"
270.00,"SINGLE PROTEIN","P11362",""," Fibroblast growth factor receptor 1 (FGFR1_HUMAN)","8","FGFR1",3.89,"false",2.00,5.00,0.00,458.00,91.81,100.00,,,,,"true"
271.00,"SINGLE PROTEIN","Q8IYS5",""," Osteoclast-associated immunoglobulin-like receptor (OSCAR_HUMAN)","19","OSCAR",3.55,"false",2.00,2.00,0.01,180.00,30.46,100.00,,,,,"true"
272.00,"SINGLE PROTEIN","Q8NFT8",""," Delta and Notch-like epidermal growth factor-related receptor (DNER_HUMAN)","2","DNER",3.12,"true",2.00,5.00,0.00,357.00,78.42,100.00,,,,,"true"
273.00,"SINGLE PROTEIN","P11021",""," 78 kDa glucose-regulated protein (GRP78_HUMAN)","9","HSPA5",5.66,"false",2.00,16.00,0.02,107.00,72.29,100.00,,,,,"true"
274.00,"SINGLE PROTEIN","Q7Z553",""," MAM domain-containing glycosylphosphatidylinositol anchor protein 2 (MDGA2_HUMAN)","14","MDGA2",3.35,"false",2.00,2.00,0.00,514.00,107.37,100.00,,,,,"true"
275.00,"SINGLE PROTEIN","Q9H4D0",""," Calsyntenin-2 (CSTN2_HUMAN)","3","CLSTN2",3.77,"false",2.00,2.00,0.00,586.00,106.94,100.00,,,,,"true"
276.00,"SINGLE PROTEIN","P36980",""," Complement factor H-related protein 2 (FHR2_HUMAN)","1","CFHR2",10.00,"false",2.00,3.00,0.01,189.00,30.63,100.00,,,,,"true"
277.00,"SINGLE PROTEIN","Q96AP7",""," Endothelial cell-selective adhesion molecule (ESAM_HUMAN)","11","ESAM",9.74,"false",2.00,2.00,0.00,316.00,41.15,100.00,,,,,"true"
278.00,"SINGLE PROTEIN","Q92563",""," Testican-2 (TICN2_HUMAN)","10","SPOCK2",6.60,"false",2.00,2.00,0.00,464.00,46.75,100.00,,,,,"true"
279.00,"SINGLE PROTEIN","P35613",""," Basigin (BASI_HUMAN)","19","BSG",8.83,"false",2.00,3.00,0.01,216.00,42.17,100.00,,,,,"true"
280.00,"SINGLE PROTEIN","P08195",""," 4F2 cell-surface antigen heavy chain (4F2_HUMAN)","11","SLC3A2",4.29,"false",2.00,3.00,0.00,329.00,67.95,100.00,,,,,"true"
281.00,"SINGLE PROTEIN","Q9H2E6",""," Semaphorin-6A (SEM6A_HUMAN)","5","SEMA6A",3.88,"true",2.00,3.00,0.00,607.00,114.32,100.00,,,,,"true"
282.00,"SINGLE PROTEIN","P61769",""," Beta-2-microglobulin (B2MG_HUMAN)","15","B2M",37.82,"false",2.00,7.00,0.04,56.00,13.71,100.00,,,,,"true"
283.00,"SINGLE PROTEIN","P23468",""," Receptor-type tyrosine-protein phosphatase delta (PTPRD_HUMAN)","9","PTPRD",1.62,"false",2.00,4.00,0.00,512.00,214.62,100.00,,,,,"true"
