"CSF-PR / CSF MIXED-MODE BOUND FRACTION / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
145.00,"SINGLE PROTEIN","P00736",""," Complement C1r subcomponent (C1R_HUMAN)","12","C1R",13.33,"false",6.00,6.00,0.00,329.00,80.07,83.18,,,,,"true"
146.00,"SINGLE PROTEIN","P36955",""," Pigment epithelium-derived factor (PEDF_HUMAN)","17","SERPINF1",15.55,"true",8.00,33.00,0.04,64.00,46.28,83.13,,,,,"true"
147.00,"SINGLE PROTEIN","P55058",""," Phospholipid transfer protein (PLTP_HUMAN)","20","PLTP",16.43,"false",7.00,14.00,0.01,165.00,54.70,82.23,,,,,"true"
148.00,"SINGLE PROTEIN","O95965",""," Integrin beta-like protein 1 (ITGBL_HUMAN)","13","ITGBL1",4.66,"false",1.00,1.00,0.00,488.00,53.88,82.13,,,,,"false"
149.00,"SINGLE PROTEIN","P01861",""," Ig gamma-4 chain C region (IGHG4_HUMAN)","14","IGHG4",69.42,"true",31.00,171.00,0.05,40.00,35.92,81.98,,,,,"true"
150.00,"SINGLE PROTEIN","P13796",""," Plastin-2 (PLSL_HUMAN)","13","LCP1",3.03,"false",1.00,7.00,0.01,274.00,70.24,81.76,,,,,"false"
151.00,"SINGLE PROTEIN","P10643",""," Complement component C7 (CO7_HUMAN)","5","C7",9.25,"false",4.00,12.00,0.01,273.00,93.46,81.74,,,,,"true"
152.00,"SINGLE PROTEIN","P09486",""," SPARC (SPRC_HUMAN)","5","SPARC",8.25,"false",1.00,5.00,0.02,116.00,34.61,81.71,,,,,"false"
153.00,"SINGLE PROTEIN","Q96KN2",""," Beta-Ala-His dipeptidase (CNDP1_HUMAN)","18","CNDP1",14.20,"false",8.00,18.00,0.02,121.00,56.67,81.19,,,,,"true"
154.00,"SINGLE PROTEIN","P27918",""," Properdin (PROP_HUMAN)","X","CFP",3.62,"false",1.00,12.00,0.04,59.00,51.24,81.19,,,,,"false"
155.00,"SINGLE PROTEIN","P00915",""," Carbonic anhydrase 1 (CAH1_HUMAN)","8","CA1",3.83,"true",1.00,6.00,0.02,110.00,28.85,81.15,,,,,"false"
156.00,"SINGLE PROTEIN","P08294",""," Extracellular superoxide dismutase [Cu-Zn] (SODE_HUMAN)","4","SOD3",25.83,"false",4.00,12.00,0.02,117.00,25.83,81.14,,,,,"true"
157.00,"SINGLE PROTEIN","P12109",""," Collagen alpha-1(VI) chain (CO6A1_HUMAN)","21","COL6A1",2.24,"false",1.00,3.00,0.00,403.00,108.46,81.11,,,,,"false"
158.00,"SINGLE PROTEIN","P01031",""," Complement C5 (CO5_HUMAN)","9","C5",5.49,"true",4.00,7.00,0.00,464.00,188.19,81.10,,,,,"true"
159.00,"SINGLE PROTEIN","P27797",""," Calreticulin (CALR_HUMAN)","19","CALR",10.07,"false",5.00,14.00,0.02,108.00,48.11,81.09,,,,,"true"
160.00,"SINGLE PROTEIN","P08697",""," Alpha-2-antiplasmin (A2AP_HUMAN)","17","SERPINF2",15.07,"true",5.00,16.00,0.03,75.00,54.53,81.05,,,,,"true"
161.00,"SINGLE PROTEIN","Q15582",""," Transforming growth factor-beta-induced protein ig-h3 (BGH3_HUMAN)","5","TGFBI",9.81,"false",4.00,20.00,0.02,101.00,74.63,81.03,,,,,"true"
162.00,"SINGLE PROTEIN","Q9NQ79",""," Cartilage acidic protein 1 (CRAC1_HUMAN)","10","CRTAC1",16.04,"true",8.00,41.00,0.06,26.00,71.38,81.01,,,,,"true"
163.00,"SINGLE PROTEIN","P23142",""," Fibulin-1 (FBLN1_HUMAN)","22","FBLN1",10.10,"true",4.00,14.00,0.01,188.00,77.16,80.99,,,,,"true"
164.00,"SINGLE PROTEIN","Q07954",""," Prolow-density lipoprotein receptor-related protein 1 (LRP1_HUMAN)","12","LRP1",0.40,"false",1.00,1.00,0.00,546.00,504.28,80.99,,,,,"true"
165.00,"SINGLE PROTEIN","P01860",""," Ig gamma-3 chain C region (IGHG3_HUMAN)","14","IGHG3",75.60,"true",33.00,195.00,0.04,53.00,41.26,80.98,,,,,"true"
166.00,"SINGLE PROTEIN","Q12805",""," EGF-containing fibulin-like extracellular matrix protein 1 (FBLN3_HUMAN)","2","EFEMP1",16.84,"true",6.00,11.00,0.01,204.00,54.60,80.95,,,,,"true"
167.00,"SINGLE PROTEIN","Q92673",""," Sortilin-related receptor (SORL_HUMAN)","11","SORL1",2.08,"false",4.00,6.00,0.00,451.00,248.27,80.92,,,,,"true"
168.00,"SINGLE PROTEIN","P25311",""," Zinc-alpha-2-glycoprotein (ZA2G_HUMAN)","7","AZGP1",27.52,"true",7.00,19.00,0.02,131.00,34.24,80.88,,,,,"true"
169.00,"SINGLE PROTEIN","P02760",""," Protein AMBP (AMBP_HUMAN)","9","AMBP",17.90,"true",6.00,41.00,0.10,13.00,38.97,80.88,,,,,"true"
170.00,"SINGLE PROTEIN","O75882",""," Attractin (ATRN_HUMAN)","20","ATRN",2.73,"false",3.00,6.00,0.00,409.00,158.43,80.87,,,,,"true"
171.00,"SINGLE PROTEIN","P03952",""," Plasma kallikrein (KLKB1_HUMAN)","4","KLKB1",4.23,"false",2.00,3.00,0.00,439.00,71.32,80.82,,,,,"false"
172.00,"SINGLE PROTEIN","P06310",""," Ig kappa chain V-II region RPMI 6410 (KV206_HUMAN)","","",47.37,"true",4.00,6.00,0.03,90.00,14.70,80.78,,,,,"false"
173.00,"SINGLE PROTEIN","P51693",""," Amyloid-like protein 1 (APLP1_HUMAN)","19","APLP1",14.62,"false",6.00,11.00,0.01,228.00,72.13,80.77,,,,,"true"
174.00,"SINGLE PROTEIN","P01763",""," Ig heavy chain V-III region WEA (HV302_HUMAN)","","",35.96,"false",3.00,9.00,0.03,77.00,12.25,80.64,,,,,"false"
175.00,"SINGLE PROTEIN","P98160",""," Basement membrane-specific heparan sulfate proteoglycan core protein (PGBM_HUMAN)","1","HSPG2",0.36,"false",2.00,2.00,0.00,543.00,468.53,80.54,,,,,"false"
176.00,"SINGLE PROTEIN","P02746",""," Complement C1q subcomponent subunit B (C1QB_HUMAN)","1","C1QB",11.46,"false",2.00,2.00,0.01,254.00,26.70,80.50,,,,,"false"
177.00,"SINGLE PROTEIN","P07737",""," Profilin-1 (PROF1_HUMAN)","17","PFN1",10.00,"false",2.00,6.00,0.02,141.00,15.04,80.45,,,,,"false"
178.00,"SINGLE PROTEIN","Q9HC10",""," Otoferlin (OTOF_HUMAN)","2","OTOF",0.00,"false",0.00,1.00,0.00,528.00,226.61,80.18,,,,,"false"
179.00,"SINGLE PROTEIN","O95502",""," Neuronal pentraxin receptor (NPTXR_HUMAN)","22","NPTXR",4.60,"false",2.00,4.00,0.01,206.00,52.81,80.14,,,,,"false"
180.00,"SINGLE PROTEIN","Q8NET4",""," Retrotransposon gag domain-containing protein 1 (RGAG1_HUMAN)","X","RGAG1",0.00,"false",0.00,0.00,0.00,547.00,144.18,79.73,,,,,"false"
181.00,"SINGLE PROTEIN","P05067",""," Amyloid beta A4 protein (A4_HUMAN)","21","APP",3.38,"false",2.00,8.00,0.01,225.00,86.89,79.69,,,,,"false"
182.00,"SINGLE PROTEIN","Q8NF91",""," Nesprin-1 (SYNE1_HUMAN)","6","SYNE1",0.00,"false",0.00,0.00,0.00,547.00,1010.46,79.64,,,,,"false"
183.00,"SINGLE PROTEIN","P47944",""," Metallothionein-4 (MT4_HUMAN)","16","MT4",33.87,"false",1.00,4.00,0.02,111.00,6.50,79.60,,,,,"false"
184.00,"SINGLE PROTEIN","P01612",""," Ig kappa chain V-I region Mev (KV120_HUMAN)","","",26.61,"true",3.00,4.00,0.04,56.00,11.86,79.55,,,,,"false"
185.00,"SINGLE PROTEIN","Q9UHB9",""," Signal recognition particle subunit SRP68 (SRP68_HUMAN)","17","SRP68",4.15,"true",1.00,1.00,0.00,506.00,70.69,78.89,,,,,"false"
186.00,"SINGLE PROTEIN","P24593",""," Insulin-like growth factor-binding protein 5 (IBP5_HUMAN)","2","IGFBP5",8.09,"false",2.00,7.00,0.02,103.00,30.55,78.49,,,,,"false"
187.00,"RELATED PROTEINS","P01620","P01622,P01623,P04206,P18135,P18136"," Ig kappa chain V-III region SIE (KV302_HUMAN)","","",30.28,"true",3.00,11.00,0.02,148.00,11.77,78.46,,,,,"false"
188.00,"SINGLE PROTEIN","P14618",""," Pyruvate kinase PKM (KPYM_HUMAN)","15","PKM",6.59,"false",2.00,3.00,0.00,370.00,57.90,78.41,,,,,"false"
189.00,"SINGLE PROTEIN","P01602",""," Ig heavy chain V-I region 5 (Fragment) (KV110_HUMAN)","2","IGKV1-5",29.06,"false",2.00,2.00,0.02,138.00,12.76,78.37,,,,,"false"
190.00,"SINGLE PROTEIN","Q13449",""," Limbic system-associated membrane protein (LSAMP_HUMAN)","3","LSAMP",6.80,"false",2.00,3.00,0.01,248.00,37.37,78.32,,,,,"false"
191.00,"SINGLE PROTEIN","Q6PRD1",""," Probable G-protein coupled receptor 179 (GP179_HUMAN)","17","GPR179",0.00,"false",0.00,0.00,0.00,547.00,257.20,78.07,,,,,"false"
192.00,"SINGLE PROTEIN","P01610",""," Ig kappa chain V-I region WEA (KV118_HUMAN)","","",30.56,"false",3.00,10.00,0.04,57.00,11.83,77.61,,,,,"false"
193.00,"SINGLE PROTEIN","P49908",""," Selenoprotein P (SEPP1_HUMAN)","5","SEPP1",2.62,"false",1.00,2.00,0.01,285.00,43.16,77.56,,,,,"false"
194.00,"SINGLE PROTEIN","A6H8Y1",""," Transcription factor TFIIIB component B'' homolog (BDP1_HUMAN)","5","BDP1",0.00,"false",0.00,0.00,0.00,547.00,293.71,77.51,,,,,"false"
195.00,"SINGLE PROTEIN","P55268",""," Laminin subunit beta-2 (LAMB2_HUMAN)","3","LAMB2",0.00,"false",0.00,1.00,0.00,538.00,195.85,77.46,,,,,"false"
196.00,"SINGLE PROTEIN","O14791",""," Apolipoprotein L1 (APOL1_HUMAN)","22","APOL1",3.77,"false",1.00,2.00,0.01,283.00,43.95,77.22,,,,,"false"
197.00,"SINGLE PROTEIN","Q8NBJ4",""," Golgi membrane protein 1 (GOLM1_HUMAN)","9","GOLM1",4.99,"false",1.00,8.00,0.02,119.00,45.31,77.20,,,,,"false"
198.00,"SINGLE PROTEIN","P36980",""," Complement factor H-related protein 2 (FHR2_HUMAN)","1","CFHR2",14.81,"false",3.00,5.00,0.01,174.00,30.63,77.16,,,,,"false"
199.00,"SINGLE PROTEIN","P12111",""," Collagen alpha-3(VI) chain (CO6A3_HUMAN)","2","COL6A3",0.63,"false",1.00,1.00,0.00,527.00,343.46,77.11,,,,,"false"
200.00,"SINGLE PROTEIN","Q9BY67",""," Cell adhesion molecule 1 (CADM1_HUMAN)","11","CADM1",4.30,"false",3.00,14.00,0.03,84.00,48.48,77.06,,,,,"false"
201.00,"SINGLE PROTEIN","Q9NS15",""," Latent-transforming growth factor beta-binding protein 3 (LTBP3_HUMAN)","11","LTBP3",0.00,"false",0.00,0.00,0.00,547.00,139.27,77.04,,,,,"false"
202.00,"SINGLE PROTEIN","Q12907",""," Vesicular integral-membrane protein VIP36 (LMAN2_HUMAN)","5","LMAN2",5.90,"false",1.00,3.00,0.01,202.00,40.20,76.76,,,,,"false"
203.00,"SINGLE PROTEIN","P17676",""," CCAAT/enhancer-binding protein beta (CEBPB_HUMAN)","20","CEBPB",0.00,"false",0.00,0.00,0.00,547.00,36.08,76.71,,,,,"false"
204.00,"SINGLE PROTEIN","P07339",""," Cathepsin D (CATD_HUMAN)","11","CTSD",5.34,"false",2.00,6.00,0.01,233.00,44.52,76.66,,,,,"false"
205.00,"SINGLE PROTEIN","Q96S96",""," Phosphatidylethanolamine-binding protein 4 (PEBP4_HUMAN)","8","PEBP4",9.69,"false",1.00,1.00,0.01,267.00,25.72,76.60,,,,,"false"
206.00,"SINGLE PROTEIN","P55291",""," Cadherin-15 (CAD15_HUMAN)","16","CDH15",2.09,"false",1.00,2.00,0.00,388.00,88.86,76.22,,,,,"false"
207.00,"SINGLE PROTEIN","Q96GW7",""," Brevican core protein (PGCB_HUMAN)","1","BCAN",3.07,"true",2.00,7.00,0.00,331.00,99.06,75.85,,,,,"false"
208.00,"SINGLE PROTEIN","P25940",""," Collagen alpha-3(V) chain (CO5A3_HUMAN)","19","COL5A3",0.00,"false",0.00,0.00,0.00,547.00,172.02,75.48,,,,,"false"
209.00,"SINGLE PROTEIN","P04406",""," Glyceraldehyde-3-phosphate dehydrogenase (G3P_HUMAN)","12","GAPDH",5.07,"false",1.00,1.00,0.00,396.00,36.03,75.26,,,,,"false"
210.00,"SINGLE PROTEIN","Q08828",""," Adenylate cyclase type 1 (ADCY1_HUMAN)","7","ADCY1",0.00,"false",0.00,2.00,0.00,482.00,123.36,75.26,,,,,"false"
211.00,"SINGLE PROTEIN","Q9Y2X9",""," Zinc finger protein 281 (ZN281_HUMAN)","1","ZNF281",2.23,"true",1.00,2.00,0.00,444.00,96.85,75.21,,,,,"false"
212.00,"SINGLE PROTEIN","Q9UPN3",""," Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 (MACF1_HUMAN)","1","MACF1",0.00,"false",0.00,1.00,0.00,545.00,837.79,75.21,,,,,"false"
213.00,"SINGLE PROTEIN","Q15848",""," Adiponectin (ADIPO_HUMAN)","3","ADIPOQ",9.43,"false",1.00,1.00,0.01,262.00,26.40,75.16,,,,,"false"
214.00,"SINGLE PROTEIN","Q15911",""," Zinc finger homeobox protein 3 (ZFHX3_HUMAN)","16","ZFHX3",0.00,"false",0.00,0.00,0.00,547.00,404.16,75.16,,,,,"false"
215.00,"SINGLE PROTEIN","P08567",""," Pleckstrin (PLEK_HUMAN)","2","PLEK",7.14,"false",1.00,4.00,0.01,180.00,40.10,75.11,,,,,"false"
216.00,"SINGLE PROTEIN","Q03001",""," Dystonin (DYST_HUMAN)","6","DST",0.00,"false",0.00,0.00,0.00,547.00,860.13,75.10,,,,,"false"
217.00,"RELATED PROTEINS","P01765","P01774,P01776,P01779"," Ig heavy chain V-III region TIL (HV304_HUMAN)","","",16.52,"true",3.00,6.00,0.02,144.00,12.35,74.23,,,,,"false"
218.00,"SINGLE PROTEIN","Q9UJJ9",""," N-acetylglucosamine-1-phosphotransferase subunit gamma (GNPTG_HUMAN)","16","GNPTG",15.41,"false",2.00,7.00,0.02,107.00,33.95,74.23,,,,,"false"
219.00,"RELATED PROTEINS","P01701","P06316"," Ig lambda chain V-I region NEW (LV103_HUMAN)","","",15.32,"true",2.00,3.00,0.01,199.00,11.45,74.23,,,,,"false"
220.00,"RELATED PROTEINS","P01766","P01777"," Ig heavy chain V-III region BRO (HV305_HUMAN)","","",15.83,"false",2.00,9.00,0.05,43.00,13.22,74.23,,,,,"false"
221.00,"SINGLE PROTEIN","P01780",""," Ig heavy chain V-III region JON (HV319_HUMAN)","","",16.52,"true",2.00,4.00,0.03,81.00,12.56,74.23,,,,,"false"
222.00,"SINGLE PROTEIN","P01703",""," Ig lambda chain V-I region NEWM (LV105_HUMAN)","","",42.72,"false",2.00,4.00,0.03,72.00,10.90,74.23,,,,,"false"
223.00,"SINGLE PROTEIN","P35555",""," Fibrillin-1 (FBN1_HUMAN)","15","FBN1",0.38,"false",1.00,1.00,0.00,544.00,312.02,73.98,,,,,"false"
224.00,"SINGLE PROTEIN","P07900",""," Heat shock protein HSP 90-alpha (HS90A_HUMAN)","14","HSP90AA1",2.05,"false",1.00,1.00,0.00,493.00,84.61,73.82,,,,,"false"
225.00,"SINGLE PROTEIN","P01775",""," Ig heavy chain V-III region LAY (HV314_HUMAN)","","",15.97,"true",2.00,5.00,0.02,157.00,12.85,73.78,,,,,"false"
226.00,"RELATED PROTEINS","P01620","P01622,P01623,P04206"," Ig kappa chain V-III region SIE (KV302_HUMAN)","","",31.19,"true",5.00,17.00,0.02,130.00,11.77,73.73,,,,,"false"
227.00,"SINGLE PROTEIN","P80108",""," Phosphatidylinositol-glycan-specific phospholipase D (PHLD_HUMAN)","6","GPLD1",2.38,"false",1.00,13.00,0.02,125.00,92.28,73.67,,,,,"false"
228.00,"SINGLE PROTEIN","Q8N3K9",""," Cardiomyopathy-associated protein 5 (CMYA5_HUMAN)","5","CMYA5",0.00,"false",0.00,0.00,0.00,547.00,448.94,73.64,,,,,"false"
229.00,"SINGLE PROTEIN","Q8IXL6",""," Extracellular serine/threonine protein kinase FAM20C (FA20C_HUMAN)","7","FAM20C",2.74,"false",1.00,4.00,0.00,301.00,66.19,73.59,,,,,"false"
230.00,"SINGLE PROTEIN","Q96F45",""," Zinc finger protein 503 (ZN503_HUMAN)","10","ZNF503",0.00,"false",0.00,2.00,0.00,352.00,62.52,73.54,,,,,"false"
231.00,"SINGLE PROTEIN","Q8TF72",""," Protein Shroom3 (SHRM3_HUMAN)","4","SHROOM3",0.00,"false",0.00,0.00,0.00,547.00,216.72,73.51,,,,,"false"
232.00,"SINGLE PROTEIN","Q86YZ3",""," Hornerin (HORN_HUMAN)","1","HRNR",0.00,"false",0.00,0.00,0.00,547.00,282.23,73.49,,,,,"false"
233.00,"SINGLE PROTEIN","P06276",""," Cholinesterase (CHLE_HUMAN)","3","BCHE",2.66,"false",2.00,16.00,0.03,88.00,68.37,73.48,,,,,"false"
234.00,"SINGLE PROTEIN","P18065",""," Insulin-like growth factor-binding protein 2 (IBP2_HUMAN)","2","IGFBP2",3.69,"false",1.00,1.00,0.00,377.00,34.79,73.45,,,,,"false"
235.00,"SINGLE PROTEIN","P02452",""," Collagen alpha-1(I) chain (CO1A1_HUMAN)","17","COL1A1",0.00,"false",0.00,0.00,0.00,547.00,138.86,73.43,,,,,"false"
236.00,"SINGLE PROTEIN","Q9GZP4",""," PITH domain-containing protein 1 (PITH1_HUMAN)","1","PITHD1",9.95,"false",1.00,4.00,0.01,212.00,24.16,73.40,,,,,"false"
237.00,"SINGLE PROTEIN","P54764",""," Ephrin type-A receptor 4 (EPHA4_HUMAN)","2","EPHA4",4.46,"false",2.00,8.00,0.01,250.00,109.79,73.35,,,,,"false"
238.00,"SINGLE PROTEIN","Q01955",""," Collagen alpha-3(IV) chain (CO4A3_HUMAN)","2","COL4A3",0.00,"false",0.00,1.00,0.00,531.00,161.71,72.96,,,,,"false"
239.00,"SINGLE PROTEIN","P46100",""," Transcriptional regulator ATRX (ATRX_HUMAN)","X","ATRX",0.00,"false",0.00,0.00,0.00,547.00,282.41,72.42,,,,,"false"
240.00,"SINGLE PROTEIN","P15169",""," Carboxypeptidase N catalytic chain (CBPN_HUMAN)","10","CPN1",3.28,"false",2.00,6.00,0.02,160.00,52.25,72.28,,,,,"false"
241.00,"SINGLE PROTEIN","Q92736",""," Ryanodine receptor 2 (RYR2_HUMAN)","1","RYR2",0.00,"false",0.00,0.00,0.00,547.00,564.21,72.13,,,,,"false"
242.00,"SINGLE PROTEIN","Q14393",""," Growth arrest-specific protein 6 (GAS6_HUMAN)","13","GAS6",2.50,"false",1.00,1.00,0.00,407.00,79.63,71.85,,,,,"false"
243.00,"SINGLE PROTEIN","P07996",""," Thrombospondin-1 (TSP1_HUMAN)","15","THBS1",1.97,"false",1.00,3.00,0.00,449.00,129.30,71.79,,,,,"false"
244.00,"UNRELATED PROTEINS","P01617","P06309"," Ig kappa chain V-II region TEW (KV204_HUMAN)","","",32.74,"false",3.00,8.00,0.06,24.00,12.31,70.70,,,,,"false"
245.00,"SINGLE PROTEIN","Q9Y6N8",""," Cadherin-10 (CAD10_HUMAN)","5","CDH10",3.30,"false",2.00,6.00,0.01,247.00,88.40,70.70,,,,,"false"
246.00,"SINGLE PROTEIN","Q9UK55",""," Protein Z-dependent protease inhibitor (ZPI_HUMAN)","14","SERPINA10",4.73,"false",2.00,3.00,0.01,245.00,50.67,70.70,,,,,"false"
247.00,"SINGLE PROTEIN","Q9H336",""," Cysteine-rich secretory protein LCCL domain-containing 1 (CRLD1_HUMAN)","8","CRISPLD1",2.40,"false",2.00,3.00,0.01,276.00,56.85,70.70,,,,,"false"
248.00,"SINGLE PROTEIN","P55290",""," Cadherin-13 (CAD13_HUMAN)","16","CDH13",2.38,"false",2.00,2.00,0.00,345.00,78.24,70.70,,,,,"false"
249.00,"RELATED PROTEINS","P01596","P01598"," Ig kappa chain V-I region CAR (KV104_HUMAN)","","",16.82,"false",2.00,5.00,0.03,82.00,11.70,70.70,,,,,"false"
250.00,"SINGLE PROTEIN","Q4KWH8",""," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1 (PLCH1_HUMAN)","3","PLCH1",0.00,"false",0.00,0.00,0.00,547.00,189.10,70.11,,,,,"false"
251.00,"SINGLE PROTEIN","P98164",""," Low-density lipoprotein receptor-related protein 2 (LRP2_HUMAN)","2","LRP2",0.00,"false",0.00,0.00,0.00,547.00,521.62,70.10,,,,,"false"
252.00,"SINGLE PROTEIN","Q3T8J9",""," GON-4-like protein (GON4L_HUMAN)","1","GON4L",0.00,"false",0.00,0.00,0.00,547.00,248.47,70.08,,,,,"false"
253.00,"SINGLE PROTEIN","Q86UU0",""," B-cell CLL/lymphoma 9-like protein (BCL9L_HUMAN)","11","BCL9L",0.00,"false",0.00,0.00,0.00,547.00,157.03,70.06,,,,,"false"
254.00,"SINGLE PROTEIN","O43829",""," Zinc finger and BTB domain-containing protein 14 (ZBT14_HUMAN)","18","ZFP161",4.45,"false",1.00,1.00,0.00,457.00,50.92,70.02,,,,,"false"
255.00,"SINGLE PROTEIN","Q75N90",""," Fibrillin-3 (FBN3_HUMAN)","19","FBN3",0.00,"false",0.00,0.00,0.00,547.00,300.15,70.00,,,,,"false"
256.00,"SINGLE PROTEIN","P23246",""," Splicing factor, proline- and glutamine-rich (SFPQ_HUMAN)","1","SFPQ",0.00,"false",0.00,0.00,0.00,547.00,76.10,69.96,,,,,"false"
257.00,"SINGLE PROTEIN","Q6N022",""," Teneurin-4 (TEN4_HUMAN)","","TENM4",0.00,"false",0.00,0.00,0.00,547.00,307.76,69.94,,,,,"false"
258.00,"SINGLE PROTEIN","O94919",""," Endonuclease domain-containing 1 protein (ENDD1_HUMAN)","11","ENDOD1",2.20,"false",1.00,4.00,0.01,220.00,54.98,69.22,,,,,"false"
259.00,"SINGLE PROTEIN","P58400",""," Neurexin-1-beta (NRX1B_HUMAN)","2","NRXN1",3.62,"false",1.00,2.00,0.00,366.00,46.83,69.20,,,,,"false"
260.00,"SINGLE PROTEIN","P10721",""," Mast/stem cell growth factor receptor Kit (KIT_HUMAN)","4","KIT",0.00,"false",0.00,0.00,0.00,547.00,109.79,69.14,,,,,"false"
261.00,"SINGLE PROTEIN","P23471",""," Receptor-type tyrosine-protein phosphatase zeta (PTPRZ_HUMAN)","7","PTPRZ1",0.73,"false",1.00,1.00,0.00,502.00,254.43,69.08,,,,,"false"
262.00,"SINGLE PROTEIN","Q14191",""," Werner syndrome ATP-dependent helicase (WRN_HUMAN)","8","WRN",0.00,"false",0.00,0.00,0.00,547.00,162.36,68.88,,,,,"false"
263.00,"SINGLE PROTEIN","Q9HCB6",""," Spondin-1 (SPON1_HUMAN)","11","SPON1",2.11,"false",1.00,5.00,0.01,240.00,90.91,68.75,,,,,"false"
264.00,"SINGLE PROTEIN","O15145",""," Actin-related protein 2/3 complex subunit 3 (ARPC3_HUMAN)","12","ARPC3",7.30,"false",1.00,1.00,0.00,390.00,20.53,68.62,,,,,"false"
265.00,"SINGLE PROTEIN","Q6UVK1",""," Chondroitin sulfate proteoglycan 4 (CSPG4_HUMAN)","15","CSPG4",1.08,"false",1.00,3.00,0.00,392.00,250.38,68.36,,,,,"false"
266.00,"SINGLE PROTEIN","Q02952",""," A-kinase anchor protein 12 (AKA12_HUMAN)","6","AKAP12",0.00,"false",0.00,0.00,0.00,547.00,191.37,68.36,,,,,"false"
267.00,"SINGLE PROTEIN","Q8WWQ8",""," Stabilin-2 (STAB2_HUMAN)","12","STAB2",0.00,"false",0.00,0.00,0.00,547.00,276.81,68.36,,,,,"false"
268.00,"SINGLE PROTEIN","P02655",""," Apolipoprotein C-II (APOC2_HUMAN)","19","APOC2",20.79,"false",1.00,2.00,0.03,80.00,11.28,68.30,,,,,"false"
269.00,"SINGLE PROTEIN","P25054",""," Adenomatous polyposis coli protein (APC_HUMAN)","5","APC",0.00,"false",0.00,0.00,0.00,547.00,311.45,67.98,,,,,"false"
270.00,"SINGLE PROTEIN","P62158",""," Calmodulin (CALM_HUMAN)","14","CALM1",17.45,"true",2.00,3.00,0.01,194.00,16.83,67.80,,,,,"false"
271.00,"SINGLE PROTEIN","P63208",""," S-phase kinase-associated protein 1 (SKP1_HUMAN)","5","SKP1",7.36,"false",1.00,1.00,0.00,328.00,18.65,67.80,,,,,"false"
272.00,"SINGLE PROTEIN","P00488",""," Coagulation factor XIII A chain (F13A_HUMAN)","6","F13A1",3.01,"false",1.00,3.00,0.00,360.00,83.21,67.80,,,,,"false"
273.00,"SINGLE PROTEIN","P80294",""," Metallothionein-1H (MT1H_HUMAN)","16","MT1H",0.00,"false",0.00,0.00,0.00,547.00,6.03,67.80,,,,,"false"
274.00,"SINGLE PROTEIN","P15880",""," 40S ribosomal protein S2 (RS2_HUMAN)","16","RPS2",0.00,"false",0.00,1.00,0.00,435.00,31.30,67.23,,,,,"false"
275.00,"SINGLE PROTEIN","Q96ST2",""," Protein IWS1 homolog (IWS1_HUMAN)","2","IWS1",0.00,"false",0.00,0.00,0.00,547.00,91.90,66.85,,,,,"false"
276.00,"RELATED PROTEINS","P01699","P04208"," Ig lambda chain V-I region VOR (LV101_HUMAN)","","",15.32,"false",1.00,3.00,0.03,69.00,11.51,66.67,,,,,"false"
277.00,"SINGLE PROTEIN","Q86VB7",""," Scavenger receptor cysteine-rich type 1 protein M130 (C163A_HUMAN)","12","CD163",1.99,"false",1.00,2.00,0.00,436.00,125.37,66.67,,,,,"false"
278.00,"SINGLE PROTEIN","P22105",""," Tenascin-X (TENX_HUMAN)","6","TNXB",0.00,"false",0.00,0.00,0.00,547.00,464.03,66.67,,,,,"false"
279.00,"SINGLE PROTEIN","Q15818",""," Neuronal pentraxin-1 (NPTX1_HUMAN)","17","NPTX1",0.00,"false",0.00,2.00,0.00,393.00,47.09,66.67,,,,,"false"
280.00,"SINGLE PROTEIN","P18564",""," Integrin beta-6 (ITB6_HUMAN)","2","ITGB6",0.00,"false",0.00,0.00,0.00,547.00,85.88,66.67,,,,,"false"
281.00,"SINGLE PROTEIN","B9A064",""," Immunoglobulin lambda-like polypeptide 5 (IGLL5_HUMAN)","22","IGLL5",38.32,"true",9.00,30.00,0.02,99.00,23.05,66.48,,,,,"false"
282.00,"SINGLE PROTEIN","P05997",""," Collagen alpha-2(V) chain (CO5A2_HUMAN)","2","COL5A2",0.00,"false",0.00,2.00,0.00,427.00,144.82,66.48,,,,,"false"
283.00,"SINGLE PROTEIN","P00352",""," Retinal dehydrogenase 1 (AL1A1_HUMAN)","9","ALDH1A1",2.59,"false",1.00,1.00,0.00,456.00,54.83,66.29,,,,,"false"
284.00,"SINGLE PROTEIN","Q9GZP0",""," Platelet-derived growth factor D (PDGFD_HUMAN)","11","PDGFD",3.24,"false",1.00,2.00,0.01,255.00,42.82,66.10,,,,,"false"
285.00,"SINGLE PROTEIN","Q9Y6V0",""," Protein piccolo (PCLO_HUMAN)","7","PCLO",0.00,"false",0.00,0.00,0.00,547.00,552.94,66.10,,,,,"false"
286.00,"SINGLE PROTEIN","P42658",""," Dipeptidyl aminopeptidase-like protein 6 (DPP6_HUMAN)","7","DPP6",1.39,"false",1.00,4.00,0.01,270.00,97.53,65.91,,,,,"false"
