Entry	Mass
P35346	39,202
Q9UHE8	39,851
Q9P0W8	67,719
O60224	21,858
P56962	33,403
Q9UBS9	139,430
O43752	29,176
P50225	34,165
Q8WU08	46,369
Q8TBR4	17,020
Q8WXE9	101,165
Q8N412	50,660
Q8N7X2	42,496
Q8N801	27,807
Q9UEW8	59,474
Q96QH2	73,969
Q16849	105,848
Q13046	47,027
P37231	57,620
Q7Z6I6	118,582
P08134	22,006
Q06587	42,429
P62987	14,728
Q96A37	26,122
P51991	39,595
Q8IYW5	65,020
Q5GAN3	17,845
P62487	19,294
Q96MS0	148,209
Q9HCK4	151,200
Q96K19	29,815
Q8N1S5	35,396
Q6U841	125,946
Q5TEA6	77,964
Q1RMZ1	46,324
Q9BVL4	73,489
Q86WA9	65,299
A6NIM6	65,263
P35499	208,061
Q9NRA2	54,640
Q9BXS9	82,967
O60779	55,400
Q9BZV2	55,665
Q8WUM9	73,700
Q9BQE4	21,163
P62306	9,725
Q9Y2P5	75,385
P48061	10,666
Q01974	104,757
Q9H0X6	27,964
Q92753	53,220
P23975	69,332
Q9Y345	87,434
Q5M8T2	44,183
O94941	58,966
Q9H2J7	81,836
Q13084	30,157
Q9BYC8	21,405
O00237	79,405
Q9H7B2	35,583
Q9NVD3	50,416
Q9NUQ6	61,729
P36952	42,100
P62861	14,390
Q5SSQ6	16,650
Q52WX2	46,252
A0A286YEX9	3,825
C0HLU2	5,037
Q8IWY4	107,910
Q9NP59	62,542
P33763	10,744
Q96GA7	34,674
P05109	10,835
Q13621	121,450
P31151	11,471
P21912	31,630
Q9UN30	37,447
Q8N413	31,906
Q5TGI4	19,231
Q96NU1	72,708
P80511	10,575
Q99250	227,975
Q86YT5	63,062
Q5H9E4	34,481
O14975	70,312
Q16348	81,783
P21453	42,811
Q96BU1	45,582
Q6PIS1	64,531
P78383	35,760
A6NKX4	58,815
Q8WWX9	16,232
P0C7Q5	35,378
Q695T7	71,110
Q9NQW1	128,697
Q07890	152,979
Q15393	135,577
Q53EL9	107,425
Q5SV17	19,908
Q9NRY2	11,425
Q96BD0	77,193
Q9NRS6	38,291
P62314	13,282
Q9Y5W8	112,189
P78324	54,967
P35716	46,679
Q9Y6X1	7,374
Q6UWI4	31,375
Q9H330	97,357
P35711	84,026
Q3SXP7	22,573
Q6ZSJ9	55,764
O60749	58,471
Q8N616	12,924
Q8WZ71	30,404
Q9UJ37	41,939
P23510	21,050
O43147	113,285
Q15797	52,260
Q96HU1	85,354
Q6ZP80	25,879
Q9NP31	42,934
Q8N5H7	94,411
Q8IWL2	26,242
Q9H6F2	33,260
Q8IY95	30,922
P60174	26,669
P16035	24,399
Q5HYL7	19,025
Q9UKE5	154,943
Q66K66	39,475
Q9NVV0	32,510
Q15025	71,864
Q8N511	23,130
P35625	24,145
Q93096	19,815
O75674	52,989
Q8NFZ5	48,700
Q9NV64	55,667
Q96KP6	38,943
Q12974	19,127
Q6ZVM7	55,556
Q13470	72,468
O75365	19,535
Q9GZU3	56,274
O95271	142,039
Q5SNT2	72,236
A6NGA9	31,353
Q8TEL6	90,852
Q969M1	33,917
Q969S6	15,760
Q9H2K2	126,918
Q92547	170,679
Q96HV5	29,665
Q9BSN7	24,540
Q9H2S6	37,130
Q5BJD5	32,513
Q6UW68	21,198
Q96KB5	36,085
Q12888	213,574
Q9Y6L7	113,557
Q9NWC5	31,680
P01850	19,769
Q9NS56	119,198
Q8WVP5	20,827
Q96B21	31,826
P63316	18,403
A0A5B9	19,968
O95807	17,400
Q6P589	20,556
Q9Y490	269,767
Q8N9V7	190,927
P56557	17,936
Q9Y4G6	271,613
Q4KMG9	20,002
Q9BZW4	42,554
O14657	37,979
P19237	21,692
Q9NUR3	27,551
P07204	60,329
Q9NS93	64,166
P00750	62,917
Q15633	39,039
Q8N2E6	26,262
Q8NBN3	63,430
Q99961	41,490
Q9BRT9	26,047
Q5TYX0	54,886
P29350	67,561
P23468	214,760
P61254	17,258
Q9P1U0	13,904
O60930	32,064
Q8IVM8	62,169
P09001	38,633
P55735	35,541
Q8TDP1	17,840
Q9BYD6	36,909
Q9BYD1	20,692
Q9H4P4	35,905
Q9Y252	78,091
P78317	21,319
Q9H9J2	37,535
Q5VZ18	53,950
Q9NUL5	33,110
O14508	22,172
Q14683	143,233
Q9NQG5	36,900
A4FU49	70,519
P62266	15,808
Q9Y6M7	136,044
Q8N228	45,023
Q6UXD7	58,427
Q6SPF0	56,052
P31213	28,393
Q70HW3	29,354
P46059	78,806
Q86VD7	35,409
P31431	21,642
Q8NG04	60,059
Q9UGP8	87,997
O43868	71,926
Q9HAS3	76,930
Q9NR83	41,267
O76082	62,752
P31040	72,692
P0C874	102,419
Q5VVP1	147,818
Q8IZD6	60,540
Q8IWB4	148,734
Q8TB61	47,515
Q6T423	61,008
A1A4F0	15,626
Q9BY50	21,542
Q9NSD5	68,009
Q96HN2	66,721
O43290	90,255
Q9BQ15	22,338
Q9UPU3	135,755
Q15428	49,256
Q9NRH2	84,276
Q96SB8	126,326
Q02447	81,925
O60248	25,251
Q9Y5W9	30,433
A8MV23	46,963
Q9Y651	28,580
Q6P435	17,652
B8ZZ34	41,995
Q13596	59,070
P35712	91,921
Q96Q15	410,501
Q9GZR1	126,146
Q9NX00	19,658
Q9P0Z9	44,066
P54920	33,233
Q9P2C4	69,325
Q86XE0	46,399
Q9NRF2	79,366
Q5SQS7	51,232
Q99717	52,258
P63302	9,448
Q8NCS4	16,885
O15198	52,493
P0C7M3	10,526
Q9P0V3	107,496
Q68D06	102,045
A6NKF7	17,097
Q9H497	46,199
P0C7P3	103,907
P0DTU4	35,490
Q6PDA7	13,842
Q9NS98	86,701
Q8IY92	200,012
O75368	12,774
Q99805	75,776
Q9NTN9	91,497
Q9P283	125,913
Q9H2E6	114,369
Q08AF3	101,055
Q9BXW3	6,988
P48553	142,189
O43760	24,810
Q8TEJ3	92,776
P04279	52,131
P45379	35,924
P23246	76,149
Q99954	14,048
Q86XK3	28,262
Q8N7X8	21,283
Q15464	55,042
Q8WVT3	79,375
Q8N9M5	54,175
Q96B42	16,265
O15344	75,251
Q71RH2	30,629
Q6UX40	15,503
Q86YD3	39,285
O60784	53,818
O14836	31,816
Q6ZUK4	41,672
Q96RJ3	18,864
Q6UXF1	59,948
Q5JXX7	19,813
Q7Z7L1	102,836
Q96NB2	36,232
Q99962	39,962
Q8IYM2	66,972
Q9BVS5	52,965
Q6P2H8	31,630
P14373	58,490
Q6S5L8	68,785
Q13296	10,499
Q96GM5	58,233
Q96HF1	33,490
Q08170	56,678
Q495Y7	25,253
Q6ZMY3	130,027
Q13247	39,587
A6NJR5	34,699
Q9NPL8	32,178
Q5VSR9	8,263
Q5MJ09	15,595
Q5MJ08	11,168
Q5MJ07	8,277
Q6IQ16	44,647
Q14140	33,897
Q8TCT7	64,644
Q9C004	32,541
Q9H9C1	57,005
P17947	31,083
A6NHP3	48,290
A2A2V5	11,458
Q9BYN0	14,259
Q01892	28,819
Q68D10	75,599
Q13263	88,550
Q6ZNK6	17,888
Q96CG3	21,445
P49788	33,285
Q9NQ88	30,063
Q96MW7	67,299
Q4W5G0	59,623
Q6B0B8	52,027
Q8IY51	57,468
Q53EQ6	69,222
Q17RP2	58,656
Q6NT04	63,236
Q495A1	26,319
Q8WZ42	3,816,030
A0A075B700	1,974
A0A075B6Y3	2,097
A0A075B6Y9	2,051
Q5JTD0	61,821
A0A0J9YXA8	1,640
A0A0J9YX06	1,635
A0A0J9YWP8	1,730
A0A0J9YXG5	1,741
A0A0J9YXM7	1,770
A0A0J9YWX3	1,864
A0A0A0MTA7	1,829
A0A0A0MT94	1,740
A0A0B4J200	1,756
A0A0A0MT87	1,738
A0A0A0MTA4	1,722
A0A0A0MT70	1,663
A0A0A0MT78	1,719
Q3LXA3	58,947
P20366	15,003
Q86UU9	12,305
P35030	32,529
Q8NHM4	26,537
Q96RM1	7,805
Q7Z699	50,477
Q7Z698	47,558
Q9Y4P9	26,987
Q2M3C7	186,456
Q96PI1	8,793
O75886	58,164
Q9NQZ5	43,113
O94875	124,108
Q9BX66	142,513
Q9H0A9	37,613
Q8IUW3	46,179
Q9HBM1	26,153
Q9BUN1	36,769
Q8N339	6,110
Q8NGN6	34,517
Q8NH19	34,105
Q32NB8	62,730
P07202	102,963
Q9HB21	45,553
O75925	71,836
Q9NTG1	255,449
Q9H4M7	85,401
Q8WZA1	75,252
Q9Y2H5	117,128
Q5JS13	62,133
Q8TBF5	28,788
P01236	25,876
P02812	40,809
Q05209	88,106
P28072	25,358
P28070	29,204
P49810	50,140
Q96QR8	33,241
Q9UBZ9	138,248
A1A4S6	89,375
Q9UGC6	24,359
P52758	14,494
Q9BQ08	11,730
Q8WXF3	15,451
O43353	61,195
Q9BVS4	63,283
Q969X0	23,986
Q96P16	35,720
Q6DKI1	29,669
Q9P2E9	152,456
Q9NSQ0	12,575
Q9Y2L1	109,003
P63220	9,111
P28702	56,922
Q5VUM1	12,213
P0C7Q6	35,103
Q9NQZ2	54,558
Q9Y2B1	51,146
P21583	30,899
A0A286YF60	9,511
Q96JW4	62,473
Q15020	109,935
Q9H7L9	38,136
Q9Y467	105,309
Q9BZW2	66,134
Q6KCM7	52,663
P35498	228,972
Q86SQ7	82,682
Q8IWT1	24,969
Q99442	45,862
Q8IUX1	25,943
P60468	9,974
Q8IXU6	41,212
Q96A57	13,188
Q9NUV7	62,049
Q9BWG4	39,388
Q8WVM7	144,427
Q14849	50,502
Q9NUL3	62,608
Q8NDW8	150,944
P40763	88,068
P0C672	28,460
Q7Z4L5	150,937
O60635	26,301
O75762	127,501
Q6PF05	40,837
Q96QS1	34,631
Q5SRH9	69,778
A6NNA2	65,249
O75602	55,476
P0DMP2	53,406
Q96R06	134,422
Q9NPE6	48,165
P0DJJ0	53,484
O76061	33,249
O75044	120,871
Q9BXP5	100,666
Q496A3	33,705
P31391	42,003
P51571	18,999
Q8NFT2	56,056
O60225	21,660
Q69YW2	15,007
Q8NE28	75,677
P50226	34,310
Q6IQ55	137,412
Q6IMI4	34,919
Q8WUJ0	25,492
Q5T5C0	127,573
Q8TAV4	32,135
Q9NRC1	67,166
Q05952	15,641
P49842	40,916
Q9Y6E0	49,308
Q9P289	46,529
Q9BXU1	115,694
O95425	247,746
Q9NPJ4	15,591
Q969N2	65,700
Q8IV56	13,715
B7ZBB8	38,019
A3QJZ6	55,489
Q02127	42,867
Q9NR77	22,253
Q9UBK7	26,115
Q9Y3L5	20,745
Q9ULW5	27,900
Q8WUD1	24,214
Q8NHW5	34,364
Q9NP90	22,719
P05388	34,274
Q92900	124,345
A6NJZ7	180,950
Q9HAU5	147,810
Q9ULI2	42,464
Q8IXN7	42,864
P35249	39,682
Q96D21	30,366
Q02878	32,728
P05423	44,396
O75116	160,900
P35398	58,975
Q9NWF9	99,406
Q99808	50,219
O15318	25,914
P07998	17,644
Q6P5S7	15,420
Q96TC7	52,118
P19388	24,551
Q6ZNA4	108,862
Q9ULX5	68,298
P25398	14,515
P63162	24,614
P08865	32,854
Q658L1	45,933
P59543	35,358
Q9NR31	22,367
Q8WVM8	72,380
O75995	41,595
P0C263	38,088
P0DPB3	53,480
P26447	11,729
A0A286YF01	8,951
A3KN83	154,312
Q8IVG5	184,533
Q9NSC2	140,405
Q9NY46	226,294
Q8WWT9	66,841
Q6UXD5	97,560
Q9NUM4	31,127
Q86SG5	11,305
Q9H2B4	75,016
Q9H9S3	52,248
P0C7V7	19,160
O76054	46,145
Q8WV83	58,887
Q9UN76	72,153
A0A1B0GTR4	11,945
Q04837	17,260
Q96JX3	74,147
P19623	33,825
Q0P670	57,131
Q8IY81	96,558
Q8TDW4	64,779
Q9Y6J8	35,818
Q9NZ72	21,017
Q9H6E5	93,847
Q15526	33,331
Q5VWG9	103,582
Q8IZX4	207,302
Q9NYV8	36,160
Q9H0A3	17,963
A6NGB0	39,292
P59535	36,812
Q5H9J9	46,373
Q9Y228	63,626
Q8NBD8	19,531
Q8N4U5	58,091
Q562E7	211,697
Q9H4B7	50,327
Q03403	14,284
O14569	23,974
Q9BWS9	44,941
Q96BS2	24,750
A8MT69	8,959
O94986	195,626
P47902	28,138
Q99966	19,896
G9CGD6	100,365
Q9HAZ1	57,492
P10632	55,825
P06850	21,422
Q16526	66,395
P43320	23,380
A0A1W2PPK0	45,221
P07316	20,908
P19784	41,213
Q9NYL5	54,116
Q86X59	25,393
F2Z3M2	12,668
P08684	57,343
Q8N4C9	30,555
Q86YQ8	63,108
Q66K89	83,496
Q16829	44,957
Q9NQ79	71,421
O14843	38,649
P14061	34,950
P60228	52,221
Q8N140	38,168
Q13642	36,263
P0C7T7	38,799
O95302	63,084
A8MYX2	18,345
Q8N6M3	29,855
Q00688	25,177
Q9NYQ8	479,317
O95967	49,405
Q92914	25,005
P98173	25,152
Q14526	76,508
P58499	25,982
O75356	47,517
Q5HY92	82,146
Q16665	92,670
Q9UKV0	111,297
Q96MH2	32,419
Q9NWT6	40,285
Q9BXC0	39,295
Q8TDS4	41,850
P51993	41,860
Q06547	42,483
Q06546	51,295
Q7LDI9	74,079
Q9UFP1	63,637
Q14CM0	144,379
Q75VX8	92,882
Q6NT46	12,785
P11488	40,041
P32881	21,989
Q9BYB4	35,618
Q86SX6	16,628
Q3V6T2	216,042
Q9UBI9	58,837
A2PYH4	162,610
P49019	44,478
Q99714	26,923
Q9Y3Q4	129,042
P15516	6,149
P42694	218,970
P10915	40,166
Q659C4	105,322
P30511	39,062
P31943	49,229
Q8WVV9	60,083
Q58FG0	38,738
P30519	36,033
P0CJ74	2,647
P04035	97,476
Q9NZL4	39,303
Q86W92	114,024
O95777	10,403
Q15345	88,650
Q8ND30	98,544
P98164	521,958
Q9BRA0	13,514
Q9Y546	48,571
Q8N8F7	14,462
Q8N309	73,022
Q8N112	17,868
Q96CN5	75,951
Q96FV0	35,340
P33241	37,192
O75074	82,884
O75096	212,045
Q8TD35	21,508
A4QPB2	28,483
O75197	179,145
O75581	180,429
P09960	69,285
Q92604	43,089
Q14114	105,634
Q13136	135,779
A6NJW4	29,314
Q7Z2Q7	70,301
O75334	143,291
Q9BTT6	59,242
O95970	63,818
Q9BYS8	42,943
Q9BY71	28,108
Q8N0V4	62,298
Q9HBW1	72,717
O75145	133,496
Q8N145	61,704
Q96NW7	172,581
Q8N135	59,141
O75335	134,404
Q6ZRR7	166,911
Q99538	49,411
A4D1F6	98,035
Q32MZ4	89,253
Q9BXB1	104,475
Q9Y608	82,171
Q38SD2	225,393
O75473	99,998
Q5S007	286,103
Q9HBX8	104,298
Q6UXK5	80,716
Q5TDP6	57,278
O75325	78,859
Q9H3W5	79,424
Q8WUT4	78,843
Q86UE6	58,641
Q9BRT6	15,225
O43300	59,076
Q96L50	46,723
Q9HAT1	57,129
Q86VH5	65,896
Q04760	20,778
Q9H0V9	39,711
Q86VH4	67,217
P49257	57,549
Q6UWE0	83,594
Q12907	40,229
Q9HBL6	38,171
Q8N967	41,158
Q9UFC0	70,861
Q9NUN5	61,389
Q8ND56	50,530
O75610	40,880
O00292	40,920
Q9BX40	42,071
Q13449	37,393
Q08380	65,331
Q9H089	75,225
P01229	15,345
Q9UBF1	41,163
Q8TD91	71,909
Q16644	42,987
P23368	65,444
Q9Y5V3	86,161
Q16798	67,068
Q8IW41	54,220
Q9UNF1	64,954
Q96JG8	81,378
Q9HCI5	103,254
P48163	64,150
Q16655	13,157
Q8TD90	60,378
Q9HAY2	35,222
Q9H213	24,441
Q96QZ7	164,581
Q5VT66	37,499
Q9P2G4	100,345
Q969Z3	38,023
Q86UL8	158,754
Q6PJG2	114,989
Q8IYB1	55,800
P53582	43,215
Q9UEW3	52,658
Q5TCQ9	162,949
Q6UB28	37,088
P29966	31,555
Q9H6Y5	35,273
A0A1B0GVS7	21,509
Q9UJ55	132,822
Q9P1T7	25,788
P78559	305,485
Q99750	25,029
Q9H0U3	38,037
P46821	270,634
P20916	69,069
Q8NFP4	105,790
Q9UI17	96,811
Q7Z553	107,436
Q15691	29,999
Q5I0G3	58,651
Q66K74	112,211
Q8WWC4	32,545
Q15555	37,031
Q86V48	120,275
Q3KP22	20,078
Q86TE4	38,958
Q9UPY8	31,982
Q9BXY0	35,369
Q9P127	35,937
Q538Z0	6,437
A0A0B4J1U3	12,478
P01703	12,302
P01699	12,201
Q9Y4F3	192,859
P01700	12,284
A0A075B6I6	12,339
Q02978	34,062
P01701	12,249
P40925	36,426
Q9BXT6	135,293
Q8TCQ1	32,308
P01709	12,382
P01706	12,644
Q9P0N8	26,995
P01704	12,597
A0A075B6J9	12,412
P01705	11,893
A0A075B6J2	12,686
Q86UD3	28,504
P01715	12,296
A0A075B6K4	12,441
A0A075B6K2	12,387
A0A075B6K0	12,466
P0DP75	14,289
Q9P2E8	45,528
P01714	12,042
Q567V2	23,180
P80748	12,446
A0A075B6J6	12,549
P01717	12,011
Q9NX47	31,232
P01718	12,165
P40926	35,503
Q6P0N0	129,085
A0A0A0MS00	12,355
P20794	70,581
A0A075B6K5	12,332
A0A075B6K6	13,330
A0A075B6I1	12,987
O60337	102,545
Q8TC57	59,386
A0A075B6H9	12,773
A0A075B6J1	13,277
P0DM35	6,094
A0A0G2JS06	13,394
A0A087WSX0	13,162
Q9H992	78,051
A0A075B6I7	11,247
A0A0A0MRZ9	13,446
Q9NPA3	20,202
P01721	12,566
P04211	12,451
A0A075B6I9	12,468
Q5T0T0	32,965
A0A075B6I0	12,814
A0A0B4J1Y8	13,024
Q86YJ5	37,772
A0A075B6I3	13,202
Q8NA82	90,511
Q969L2	19,125
A6NNE9	43,878
Q96L46	27,660
Q9H324	120,874
Q8TE56	121,127
Q9NQS1	38,506
Q5T686	16,773
O75638	21,090
Q9NSY1	129,172
Q7LFL8	32,977
Q0VDD7	69,556
P55201	137,499
Q6PJG6	88,119
Q9BUT1	26,724
Q96BP2	13,475
Q8N884	58,814
Q9H7U1	93,548
P06126	37,077
C9J6K1	22,444
Q7KZN9	46,030
Q05707	193,515
Q2M2W7	36,985
Q6UUV9	67,300
P04141	16,295
Q5KU26	81,515
A8K830	16,850
Q9NUQ9	36,748
Q6UX04	53,847
A6NHG4	14,195
Q13409	71,457
Q9NX09	25,371
Q8NEL9	100,435
Q6ZN68	43,060
Q6PIJ6	133,944
Q9H9T3	62,259
P23415	52,624
Q9H1K1	17,999
P09210	25,664
Q6ISB3	71,105
Q92833	138,734
Q7RTV2	25,722
P07305	20,863
P42262	98,821
Q9Y5Q6	15,333
P54257	75,506
Q9Y2Q3	25,497
Q01101	52,923
Q13442	20,630
P16402	22,350
Q13002	102,583
Q7Z2G1	19,618
P30711	27,335
O14929	49,541
Q9UHL9	106,057
P23527	13,906
Q58FF8	44,349
Q8WYK2	18,704
P78347	112,416
Q92522	22,487
P43630	50,230
A4D1E9	42,933
Q9P035	43,160
Q9H7Z6	52,403
Q9BZE4	73,964
P07492	16,213
O60259	28,048
P46095	37,881
Q14449	60,988
Q9NYM4	48,339
Q9C091	214,354
P81274	76,662
O15544	16,056
P23352	76,112
Q8N1N4	56,866
Q9Y4H4	17,866
P48637	52,385
O60229	340,261
Q96I76	59,338
Q9UKJ3	164,197
Q9HB15	46,889
P20718	27,315
P62805	11,367
Q13304	40,989
Q8NDV2	37,604
P51124	27,545
Q9NS67	39,818
P14210	83,134
Q14CZ8	46,026
Q9NQE9	20,361
Q9BYR8	10,539
Q15751	532,228
Q15011	43,720
O43261	8,962
P0DMR1	32,029
Q9ULV5	53,011
Q00839	90,584
Q8NDA2	541,978
Q6ZQX7	49,656
A8MTL9	15,355
P00738	45,205
Q8N5H3	20,147
P38571	45,419
O95237	25,703
Q86XE5	35,249
Q969L4	14,080
P26583	24,034
Q8N9Z9	43,408
Q8IXW0	70,379
Q8N6Y2	51,800
Q9Y333	10,835
Q6ZMQ8	144,569
Q8N456	29,737
Q9H756	42,334
Q8IWU2	164,900
Q8TCA0	20,509
Q96Q04	153,661
P62310	11,845
Q53EV4	39,761
Q8TE12	42,747
Q50LG9	55,257
Q9H2I8	22,568
O60663	44,917
Q8N386	33,179
Q8ND94	25,262
Q9Y4Z0	15,350
Q2I0M4	34,857
Q7Z4F1	76,193
Q9H9Z2	22,743
Q86VZ4	53,311
Q9C0I9	60,089
Q86X40	41,912
Q9Y561	94,984
Q9Y4Y9	9,937
A6NM36	34,034
Q6ZN17	27,084
Q6UY01	61,489
Q14392	71,979
Q9NZR2	515,498
Q86YC3	76,366
Q8IZ02	51,277
P62312	9,128
Q1X8D7	83,823
Q5VT99	32,082
A1A4G5	21,321
Q07954	504,606
Q96DD0	38,793
Q9C0E8	47,740
A0A075B6I4	12,395
Q9P0L2	89,003
O95460	68,487
Q9P267	159,895
Q9NZL9	37,552
Q96DN6	101,201
P50579	52,892
O75342	80,356
Q9BSK0	18,914
Q7KZI7	87,911
Q8N4S9	64,168
Q96A59	44,911
P27448	84,429
Q99698	429,139
Q96L34	82,520
P42679	56,469
Q9BUT9	17,828
Q96EZ8	51,803
P35410	42,411
Q02779	103,694
Q16584	92,688
P27816	121,005
Q12852	93,219
P48740	79,247
Q96JE9	86,505
O43283	108,296
P08235	107,082
O00187	75,702
Q99558	104,042
Q14244	84,052
Q6ZN16	147,437
Q49MG5	74,234
Q9Y2H9	170,677
Q56UN5	150,537
Q13021	17,350
Q13233	164,470
Q6P0Q8	196,436
Q7Z434	56,528
O60307	143,137
P49137	45,568
Q9NYL2	91,155
O15021	284,097
Q5TCX8	113,957
Q5VYJ5	241,008
Q9Y2U5	69,741
Q6ZN01	44,632
Q9UDY8	92,272
Q99759	70,898
P61244	18,275
Q96EH3	26,170
Q9Y6R4	181,685
Q99683	154,537
O00462	100,895
O95382	142,596
P49901	12,767
Q9NQG1	9,467
O43318	67,196
Q6DN14	111,624
P41279	52,925
P80192	121,895
Q6DN12	99,596
P57077	16,372
Q9Y5Y7	35,213
P21145	16,714
O00425	63,705
Q6UWQ5	16,654
P56270	48,608
Q96EY5	28,783
Q5J8X5	17,307
Q12905	43,062
Q96JA4	76,580
Q9H7P6	35,620
Q5SRI9	53,671
Q14164	80,462
A2RU49	41,933
P55010	49,223
Q7Z5L9	61,025
Q13651	63,003
Q6K0P9	55,065
Q86XA9	222,004
Q8N6P7	63,077
Q6ZQW0	47,075
Q6P2P2	94,501
P40617	22,615
O94973	103,960
A0A0U1RR11	29,887
O76076	26,825
Q4VX62	22,766
Q9HBZ2	78,691
Q9HBB8	88,223
Q9P291	49,180
P05023	112,896
Q96FT7	59,278
Q7L311	65,683
P13637	111,749
P50553	25,454
Q9BZE9	60,183
P51911	33,170
Q96B23	43,395
Q96GD4	39,311
O75947	18,491
O95999	26,252
O43684	37,155
Q8WY22	27,836
Q8IVE0	33,334
Q9Y2W7	29,231
P12107	181,065
Q96B18	64,949
Q9UI36	78,562
Q92988	26,263
P51530	120,415
Q8N7S2	21,433
Q7L2E3	133,938
O71037	79,252
Q96BJ8	81,467
P61567	66,649
P08246	28,518
P55884	92,482
Q9NY74	103,440
P41212	53,000
B1AJZ9	161,904
Q02985	37,323
Q13045	144,751
Q9UJT9	54,575
Q8TAL6	24,273
Q9UH90	79,782
O75369	278,164
O43320	23,759
Q96AC1	77,861
P12034	29,551
P63096	40,361
Q3T906	143,622
Q99527	42,248
Q9P298	11,058
Q7Z4H3	23,390
Q99081	72,965
P0DUH7	3,757
P0DMV8	70,052
P02545	74,139
P84074	22,427
Q9UGU5	65,712
O97980	4,965
Q96IR7	39,386
Q14767	195,052
Q6ZVW7	37,514
Q13261	28,233
Q96F46	96,122
P05000	22,319
O14990	22,660
Q9NWZ3	51,530
Q14573	304,106
Q8NA54	92,581
P41236	23,015
Q14643	313,929
Q5TA45	67,663
O75564	61,815
Q15652	284,525
Q9Y219	133,367
Q9UQF2	77,524
O60271	146,205
Q9UPT6	147,457
Q9NQC1	87,466
Q6NYC1	46,462
P05556	88,415
Q8NBE8	63,923
Q9NXS3	64,192
Q0D2K2	63,976
Q2TBA0	69,257
Q9P2K6	56,868
Q9NR64	82,680
P14780	78,458
Q96SI1	31,942
Q86Y91	93,011
P31323	46,302
P04183	25,469
O95235	100,278
O95907	52,319
Q14654	43,541
Q7RTY1	55,794
A0A0U1RRL7	7,680
Q13201	138,110
P12872	12,920
Q9H8L6	104,409
A0A0C5B5G6	2,175
Q9HCE1	113,671
Q96T76	113,290
Q6UVY6	69,652
A6NHM9	56,320
Q6ZRQ5	142,321
Q2QL34	22,116
Q02252	57,840
Q8NEH6	60,571
P43626	38,505
P43627	38,472
P43628	37,886
Q99712	42,577
O60928	40,530
Q99706	41,487
Q9UNX9	47,846
Q9BWT6	23,753
P52564	37,492
Q99583	62,300
P50219	40,569
Q09470	56,466
Q2TAC6	111,332
O60282	109,495
P16389	56,717
Q12756	191,064
Q5JSQ8	14,546
Q6Q8B3	29,920
Q7Z7F0	64,845
Q9HAQ2	89,986
Q07666	48,227
Q03426	42,451
Q96RP8	50,559
P06870	28,890
O43240	30,170
Q9BVG8	92,775
Q9H2R5	28,087
Q92794	225,028
Q6H8Q1	67,812
O14639	87,688
P43681	69,957
Q15822	59,765
Q6UWZ7	46,663
P13798	81,225
Q9UGM1	54,807
Q15018	46,901
P08910	48,315
Q8N961	113,656
P30926	56,380
Q07001	58,895
Q9NUJ1	33,933
Q6ZN30	122,330
Q8NE71	95,926
Q9UNQ0	72,314
Q8NHS2	47,305
P45844	75,592
Q9NZM4	158,490
Q9NY61	63,133
P08195	67,994
Q6RI45	203,598
O95696	119,520
Q9BX70	55,931
P34969	53,555
P41595	54,298
A5X5Y0	51,438
P61981	28,303
P31947	27,774
P50406	46,954
O43741	30,302
Q9P2G1	122,002
O00170	37,664
Q5T1N1	92,864
P37023	56,124
O43918	57,727
Q99218	23,250
Q96B45	11,695
P05091	56,381
Q9UIG0	170,903
Q562R1	42,003
Q9UIF8	240,459
Q8TCZ2	27,986
P00326	39,868
Q04828	36,788
Q9NVV5	27,458
Q8WXQ8	49,036
Q9BYV1	57,156
Q9Y4W6	88,584
Q8IY45	28,408
Q3MIX3	65,828
Q9UM73	176,442
Q5T5Y3	177,972
Q5I7T1	55,448
P47756	31,350
Q13137	52,254
P05141	32,852
P12236	32,866
P10109	19,393
A6NIR3	75,492
Q96MW1	25,248
P57730	10,138
Q9H159	87,002
Q9UJ99	89,091
O60241	172,656
Q9BV10	54,655
Q6GMV1	21,132
Q53H12	47,137
P33121	77,943
Q9H6F5	40,236
Q08AH1	65,273
Q5T440	38,155
A6NM10	31,475
Q9NR80	79,067
Q15052	87,499
Q9ULB5	87,086
Q9UJX4	85,077
Q9UJX3	63,133
Q9P2R3	128,399
Q8J025	58,797
Q99622	13,178
O95996	243,949
Q8NCL9	55,635
A8MVX0	94,633
A6NKF2	44,073
Q01484	433,715
Q8NAG6	66,890
Q86XL3	104,114
Q9P296	36,080
Q9P2S6	105,516
Q9NXU5	22,876
P51693	72,176
P35070	19,746
O75155	135,256
Q8TC20	90,250
Q9NRR8	8,925
Q9Y4F5	171,688
Q9NRR3	9,223
Q5BLP8	10,170
Q6UWB1	69,474
P52790	99,025
Q6UXL0	35,076
P42357	72,698
P09912	12,927
P05013	22,141
Q8N5X7	24,441
Q96AB3	22,337
A6NMX2	27,596
Q15811	195,422
O00629	57,887
Q86VI3	184,699
Q2T9L4	31,928
O95050	28,891
Q13387	87,975
Q92613	93,808
Q6IE81	95,533
O75578	127,602
Q9UKX5	133,470
P78504	133,799
P56199	130,848
Q8IY47	71,331
Q6P597	55,364
P05107	84,782
P16144	202,167
P18084	88,054
Q70IA6	26,927
O96007	20,944
Q9NRR6	70,205
Q8N119	65,043
Q6ZSM3	56,498
Q68EN5	53,446
Q6TFL4	68,361
O60938	40,509
Q13554	72,678
Q9H0H3	65,923
Q96CT2	94,228
Q8N239	70,612
